		(0.511)	(0.510)	(0.111)	(0.511)	(0.111)	(0.511)	(0.111)	(0.510)	(0.111)	(0.511)	(0.111)	(0.511)	(0.111)
0.degree	Education = 0, Less than HS	0.349	0.350	0.072	0.353	0.072	0.347	0.071	0.345	0.071	0.350	0.072	0.349	0.072
		(0.186)	(0.187)	(0.040)	(0.187)	(0.040)	(0.186)	(0.040)	(0.186)	(0.040)	(0.186)	(0.040)	(0.187)	(0.040)
2.degree	Education = 2, Junior college	0.204	0.206	0.041	0.204	0.041	0.204	0.041	0.203	0.041	0.201	0.040	0.203	0.041
		(0.238)	(0.237)	(0.049)	(0.238)	(0.049)	(0.238)	(0.049)	(0.238)	(0.049)	(0.238)	(0.049)	(0.238)	(0.049)
3.degree	Education = 3, BA	0.022	0.024	0.005	0.021	0.004	0.019	0.004	0.023	0.005	0.021	0.004	0.021	0.004
		(0.176)	(0.176)	(0.034)	(0.176)	(0.034)	(0.176)	(0.034)	(0.176)	(0.034)	(0.176)	(0.034)	(0.176)	(0.034)
4.degree	Education = 4, Graduate	0.102	0.105	0.021	0.100	0.020	0.102	0.020	0.103	0.020	0.100	0.020	0.104	0.020
		(0.231)	(0.231)	(0.046)	(0.231)	(0.046)	(0.231)	(0.046)	(0.231)	(0.046)	(0.231)	(0.046)	(0.231)	(0.046)
realinc	Real household income	-0.034	-0.034	-0.007	-0.035	-0.007	-0.037	-0.007	-0.032	-0.006	-0.027	-0.005	-0.037	-0.007
		(0.069)	(0.069)	(0.014)	(0.069)	(0.014)	(0.069)	(0.014)	(0.069)	(0.014)	(0.069)	(0.014)	(0.069)	(0.014)
2.dwelown	R owns or rents home = 2, Pays rent	0.176	0.156	0.031	0.180	0.036	0.156	0.031	0.192	0.039	0.206	0.041	0.165	0.033
		(0.158)	(0.156)	(0.032)	(0.156)	(0.032)	(0.156)	(0.032)	(0.156)	(0.032)	(0.156)	(0.032)	(0.156)	(0.032)
3.dwelown	R owns or rents home = 3, Other	-0.502	-0.513	-0.091	-0.501	-0.089	-0.510	-0.090	-0.492	-0.087	-0.487	-0.086	-0.508	-0.090
		(0.591)	(0.591)	(0.094)	(0.591)	(0.094)	(0.592)	(0.094)	(0.590)	(0.094)	(0.589)	(0.094)	(0.592)	(0.094)
2.marital	Marital status = 2, Widowed	-0.184	-0.182	-0.035	-0.191	-0.037	-0.180	-0.035	-0.181	-0.035	-0.187	-0.036	-0.181	-0.035
		(0.278)	(0.278)	(0.052)	(0.279)	(0.052)	(0.277)	(0.052)	(0.277)	(0.052)	(0.278)	(0.052)	(0.277)	(0.052)
3.marital	Marital status = 3, Divorced	-0.179	-0.173	-0.033	-0.181	-0.035	-0.176	-0.034	-0.183	-0.035	-0.182	-0.035	-0.179	-0.035
		(0.192)	(0.192)	(0.036)	(0.192)	(0.036)	(0.192)	(0.036)	(0.192)	(0.036)	(0.193)	(0.036)	(0.192)	(0.036)
4.marital	Marital status = 4, Separated	-0.086	-0.078	-0.015	-0.088	-0.017	-0.082	-0.016	-0.090	-0.018	-0.091	-0.018	-0.084	-0.016
		(0.337)	(0.337)	(0.065)	(0.337)	(0.065)	(0.338)	(0.065)	(0.337)	(0.065)	(0.337)	(0.065)	(0.338)	(0.065)
5.marital	Marital status = 5, Never married	0.058	0.066	0.013	0.056	0.011	0.061	0.012	0.053	0.011	0.053	0.011	0.058	0.012
		(0.179)	(0.178)	(0.036)	(0.179)	(0.036)	(0.179)	(0.036)	(0.179)	(0.036)	(0.178)	(0.036)	(0.178)	(0.036)
2.borncitz	Citizenship status = 2, Born outside but ever-citizen	0.313	0.314	0.065	0.313	0.065	0.313	0.065	0.313	0.065	0.312	0.065	0.315	0.065
		(0.253)	(0.253)	(0.054)	(0.253)	(0.054)	(0.253)	(0.054)	(0.253)	(0.054)	(0.253)	(0.054)	(0.253)	(0.054)
3.borncitz	Citizenship status = 3, Never-citizen	1.501	1.503	0.336	1.498	0.335	1.501	0.336	1.501	0.336	1.502	0.336	1.502	0.336
		(0.310)	(0.310)	(0.068)	(0.310)	(0.068)	(0.310)	(0.068)	(0.310)	(0.068)	(0.308)	(0.067)	(0.310)	(0.068)
2.region	Region = 2, Middle Atlantic	-0.256	-0.253	-0.045	-0.253	-0.045	-0.257	-0.046	-0.260	-0.047	-0.253	-0.045	-0.259	-0.046
		(0.349)	(0.349)	(0.064)	(0.349)	(0.064)	(0.349)	(0.064)	(0.349)	(0.064)	(0.349)	(0.064)	(0.349)	(0.064)
3.region	Region = 3, East North Central	0.070	0.072	0.014	0.072	0.014	0.068	0.013	0.069	0.013	0.074	0.014	0.068	0.013
		(0.338)	(0.338)	(0.064)	(0.338)	(0.064)	(0.338)	(0.064)	(0.338)	(0.064)	(0.338)	(0.064)	(0.338)	(0.064)
4.region	Region = 4, West North Central	0.251	0.251	0.049	0.250	0.049	0.251	0.049	0.250	0.049	0.250	0.049	0.251	0.049
		(0.401)	(0.401)	(0.078)	(0.401)	(0.078)	(0.401)	(0.078)	(0.401)	(0.078)	(0.401)	(0.078)	(0.401)	(0.078)
5.region	Region = 5, South Atlantic	0.197	0.198	0.039	0.199	0.039	0.193	0.038	0.193	0.038	0.203	0.040	0.194	0.038
		(0.330)	(0.330)	(0.063)	(0.330)	(0.063)	(0.330)	(0.063)	(0.330)	(0.063)	(0.330)	(0.063)	(0.330)	(0.063)
6.region	Region = 6, East South Central	0.350	0.347	0.069	0.352	0.070	0.344	0.069	0.351	0.070	0.358	0.071	0.348	0.070
		(0.378)	(0.378)	(0.074)	(0.378)	(0.074)	(0.378)	(0.074)	(0.378)	(0.074)	(0.378)	(0.074)	(0.378)	(0.074)
7.region	Region = 7, West South Central	0.154	0.154	0.030	0.154	0.030	0.149	0.029	0.155	0.030	0.160	0.031	0.152	0.029
		(0.368)	(0.368)	(0.071)	(0.368)	(0.070)	(0.368)	(0.071)	(0.368)	(0.070)	(0.368)	(0.070)	(0.368)	(0.070)
8.region	Region = 8, Mountain	0.098	0.099	0.019	0.098	0.019	0.099	0.019	0.095	0.018	0.097	0.019	0.099	0.019
		(0.381)	(0.381)	(0.073)	(0.381)	(0.073)	(0.381)	(0.073)	(0.381)	(0.073)	(0.381)	(0.073)	(0.381)	(0.073)
9.region	Region = 9, Pacific	0.449	0.451	0.091	0.448	0.091	0.451	0.092	0.450	0.091	0.449	0.091	0.448	0.091
		(0.339)	(0.339)	(0.066)	(0.340)	(0.066)	(0.339)	(0.066)	(0.339)	(0.066)	(0.339)	(0.066)	(0.339)	(0.066)
wordsum	Vocabulary knowledge	-0.078	-0.079	-0.016	-0.075	-0.015	-0.077	-0.015	-0.080	-0.016	-0.078	-0.015	-0.079	-0.016
		(0.042)	(0.042)	(0.008)	(0.042)	(0.008)	(0.042)	(0.008)	(0.042)	(0.008)	(0.042)	(0.008)	(0.042)	(0.008)
intage	Interviewer's age	-0.007	-0.007	-0.001	-0.007	-0.001	-0.007	-0.001	-0.007	-0.001	-0.007	-0.001	-0.007	-0.001
		(0.005)	(0.005)	(0.001)	(0.005)	(0.001)	(0.005)	(0.001)	(0.005)	(0.001)	(0.005)	(0.001)	(0.005)	(0.001)
2.intsex	Interviewer's sex = 2, Female	-0.377	-0.375	-0.077	-0.375	-0.077	-0.379	-0.078	-0.377	-0.077	-0.376	-0.077	-0.379	-0.078
		(0.153)	(0.153)	(0.033)	(0.153)	(0.033)	(0.153)	(0.033)	(0.154)	(0.033)	(0.153)	(0.033)	(0.153)	(0.033)
2.intethn	Interviewer's race/ethnicity = 2, Black	0.361	0.347	0.071	0.346	0.071	0.377	0.077	0.375	0.077	0.345	0.071	0.374	0.077
		(0.189)	(0.189)	(0.040)	(0.189)	(0.040)	(0.188)	(0.040)	(0.188)	(0.040)	(0.189)	(0.040)	(0.188)	(0.040)
3.intethn	Interviewer's race/ethnicity = 3, Hispanic	-0.017	-0.021	-0.004	-0.019	-0.004	-0.012	-0.002	-0.015	-0.003	-0.023	-0.004	-0.012	-0.002
		(0.252)	(0.252)	(0.049)	(0.252)	(0.049)	(0.252)	(0.049)	(0.252)	(0.049)	(0.252)	(0.049)	(0.252)	(0.049)
4.intethn	Interviewer's race/ethnicity = 4, Asian	1.181	1.175	0.257	1.182	0.259	1.181	0.258	1.185	0.259	1.180	0.258	1.182	0.259
		(0.530)	(0.531)	(0.120)	(0.530)	(0.119)	(0.531)	(0.120)	(0.530)	(0.119)	(0.530)	(0.119)	(0.531)	(0.120)
5.intethn	Interviewer's race/ethnicity = 5, Two or more races	-0.063	-0.064	-0.012	-0.066	-0.013	-0.059	-0.011	-0.060	-0.012	-0.065	-0.013	-0.060	-0.012
		(0.278)	(0.278)	(0.053)	(0.278)	(0.053)	(0.278)	(0.053)	(0.278)	(0.053)	(0.277)	(0.053)	(0.278)	(0.053)
intyrs	intyrs	-0.073	-0.072	-0.014	-0.072	-0.014	-0.074	-0.015	-0.074	-0.015	-0.072	-0.014	-0.073	-0.014
		(0.045)	(0.045)	(0.009)	(0.045)	(0.009)	(0.045)	(0.009)	(0.045)	(0.009)	(0.045)	(0.009)	(0.045)	(0.009)
lngthinv	Length of interview	-0.188	-0.186	-0.037	-0.188	-0.037	-0.189	-0.037	-0.190	-0.037	-0.187	-0.037	-0.189	-0.037
		(0.125)	(0.125)	(0.025)	(0.125)	(0.025)	(0.126)	(0.025)	(0.126)	(0.025)	(0.125)	(0.025)	(0.126)	(0.025)
daysint	Date of interview	0.014	0.014	0.003	0.014	0.003	0.014	0.003	0.014	0.003	0.014	0.003	0.014	0.003
		(0.018)	(0.018)	(0.004)	(0.018)	(0.004)	(0.018)	(0.004)	(0.018)	(0.004)	(0.018)	(0.004)	(0.018)	(0.004)
2.mode	Interview mode = 2, Over the phone	0.354	0.352	0.072	0.351	0.072	0.358	0.073	0.356	0.073	0.350	0.072	0.358	0.073
		(0.209)	(0.209)	(0.044)	(0.209)	(0.044)	(0.209)	(0.044)	(0.209)	(0.044)	(0.209)	(0.044)	(0.209)	(0.044)
2.feeused	Fee used to interview = 2, Non-monetary	0.680	0.683	0.146	0.674	0.144	0.684	0.146	0.682	0.146	0.672	0.144	0.683	0.146
		(0.563)	(0.564)	(0.127)	(0.563)	(0.127)	(0.563)	(0.127)	(0.563)	(0.127)	(0.562)	(0.127)	(0.563)	(0.127)
3.feeused	Fee used to interview = 3,  No	0.041	0.040	0.008	0.042	0.008	0.042	0.008	0.041	0.008	0.040	0.008	0.039	0.008
		(0.153)	(0.153)	(0.030)	(0.153)	(0.030)	(0.153)	(0.030)	(0.153)	(0.030)	(0.153)	(0.030)	(0.153)	(0.030)
2.coop	Rs Attitude toward the interview = 2, Cooperative	0.099	0.105	0.021	0.103	0.021	0.094	0.019	0.099	0.020	0.096	0.019	0.098	0.020
		(0.170)	(0.169)	(0.034)	(0.169)	(0.034)	(0.170)	(0.034)	(0.170)	(0.034)	(0.170)	(0.034)	(0.170)	(0.034)
3.coop	Rs Attitude toward the interview = 3, Restless/impatient	0.542	0.544	0.115	0.542	0.114	0.540	0.114	0.539	0.114	0.541	0.114	0.545	0.115
		(0.282)	(0.282)	(0.063)	(0.282)	(0.063)	(0.282)	(0.063)	(0.282)	(0.063)	(0.282)	(0.063)	(0.282)	(0.063)
4.coop	Rs Attitude toward the interview = 4, Hostile	3.029	3.025	0.570	3.030	0.571	3.033	0.571	3.033	0.571	3.030	0.571	3.024	0.570
		(1.128)	(1.127)	(0.111)	(1.129)	(0.111)	(1.131)	(0.111)	(1.128)	(0.111)	(1.128)	(0.111)	(1.125)	(0.111)
2.comprend	Rs understanding of the questions = 2, Fair	0.279	0.281	0.057	0.284	0.058	0.288	0.059	0.271	0.055	0.278	0.057	0.274	0.056
		(0.171)	(0.171)	(0.036)	(0.171)	(0.036)	(0.171)	(0.036)	(0.171)	(0.036)	(0.171)	(0.036)	(0.171)	(0.036)
3.comprend	Rs understanding of the questions = 3, Poor	0.366	0.363	0.075	0.370	0.077	0.368	0.076	0.364	0.075	0.372	0.077	0.361	0.075
		(0.355)	(0.355)	(0.077)	(0.355)	(0.077)	(0.355)	(0.077)	(0.355)	(0.077)	(0.355)	(0.077)	(0.355)	(0.077)
2.spaneng	Language of interview = 2, Spanish	-0.004	-0.001	-0.000	0.001	0.000	-0.005	-0.001	-0.004	-0.001	-0.014	-0.003	-0.002	-0.000
		(0.445)	(0.445)	(0.088)	(0.445)	(0.088)	(0.446)	(0.088)	(0.445)	(0.088)	(0.444)	(0.087)	(0.445)	(0.088)
Constant	Constant	0.540	0.562		0.527		0.575		0.530		0.462		0.586	
		(0.874)	(0.875)		(0.874)		(0.870)		(0.871)		(0.876)		(0.873)	
														
Observations		1,923	1,923	1,923	1,923	1,923	1,923	1,923	1,923	1,923	1,923	1,923	1,923	1,923
Model chi-square			146.1		145.4		145.8		146.7		146.5		146.2	
Degrees of freedom			48		48		48		48		48		48	
Robust standard errors in parentheses														
