		(0.097)	(0.097)	(0.021)	(0.097)	(0.021)	(0.097)	(0.021)	(0.096)	(0.021)	(0.096)	(0.021)	(0.097)	(0.021)
2.borncitz	Citizenship status = 2, Born outside but ever-citizen	0.058	0.059	0.013	0.055	0.012	0.056	0.012	0.058	0.013	0.059	0.013	0.058	0.013
		(0.147)	(0.147)	(0.032)	(0.147)	(0.032)	(0.147)	(0.032)	(0.147)	(0.032)	(0.147)	(0.032)	(0.147)	(0.032)
3.borncitz	Citizenship status = 3, Never-citizen	1.118	1.120	0.260	1.113	0.259	1.117	0.259	1.122	0.260	1.119	0.260	1.119	0.260
		(0.166)	(0.166)	(0.038)	(0.166)	(0.038)	(0.166)	(0.038)	(0.166)	(0.038)	(0.166)	(0.038)	(0.166)	(0.038)
2.region	Region = 2, Middle Atlantic	-0.014	-0.013	-0.003	-0.014	-0.003	-0.013	-0.003	-0.016	-0.003	-0.013	-0.003	-0.015	-0.003
		(0.193)	(0.194)	(0.041)	(0.194)	(0.041)	(0.193)	(0.041)	(0.193)	(0.041)	(0.194)	(0.041)	(0.193)	(0.041)
3.region	Region = 3, East North Central	-0.066	-0.065	-0.014	-0.067	-0.014	-0.067	-0.014	-0.068	-0.014	-0.063	-0.013	-0.067	-0.014
		(0.190)	(0.190)	(0.040)	(0.190)	(0.040)	(0.190)	(0.040)	(0.190)	(0.040)	(0.190)	(0.040)	(0.190)	(0.040)
4.region	Region = 4, West North Central	-0.018	-0.015	-0.003	-0.017	-0.004	-0.019	-0.004	-0.021	-0.004	-0.017	-0.004	-0.019	-0.004
		(0.221)	(0.222)	(0.047)	(0.222)	(0.047)	(0.221)	(0.047)	(0.221)	(0.047)	(0.222)	(0.047)	(0.221)	(0.047)
5.region	Region = 5, South Atlantic	0.098	0.100	0.021	0.098	0.021	0.097	0.021	0.097	0.021	0.101	0.022	0.097	0.021
		(0.185)	(0.185)	(0.039)	(0.185)	(0.039)	(0.185)	(0.039)	(0.185)	(0.039)	(0.185)	(0.039)	(0.185)	(0.039)
6.region	Region = 6, East South Central	0.076	0.077	0.016	0.076	0.016	0.074	0.016	0.075	0.016	0.080	0.017	0.074	0.016
		(0.220)	(0.220)	(0.047)	(0.220)	(0.047)	(0.220)	(0.047)	(0.220)	(0.047)	(0.220)	(0.047)	(0.220)	(0.047)
7.region	Region = 7, West South Central	0.091	0.092	0.020	0.091	0.019	0.089	0.019	0.091	0.019	0.095	0.020	0.089	0.019
		(0.204)	(0.204)	(0.043)	(0.204)	(0.043)	(0.204)	(0.043)	(0.204)	(0.043)	(0.204)	(0.043)	(0.204)	(0.043)
8.region	Region = 8, Mountain	-0.073	-0.070	-0.015	-0.074	-0.015	-0.072	-0.015	-0.075	-0.016	-0.073	-0.015	-0.072	-0.015
		(0.210)	(0.210)	(0.044)	(0.210)	(0.044)	(0.210)	(0.044)	(0.210)	(0.044)	(0.210)	(0.044)	(0.210)	(0.044)
9.region	Region = 9, Pacific	0.087	0.088	0.019	0.086	0.018	0.087	0.019	0.087	0.019	0.086	0.018	0.088	0.019
		(0.193)	(0.193)	(0.041)	(0.193)	(0.041)	(0.193)	(0.041)	(0.193)	(0.041)	(0.193)	(0.041)	(0.193)	(0.041)
wordsum	Vocabulary knowledge	-0.101	-0.102	-0.022	-0.102	-0.022	-0.102	-0.022	-0.101	-0.021	-0.100	-0.021	-0.102	-0.022
		(0.025)	(0.025)	(0.005)	(0.025)	(0.005)	(0.025)	(0.005)	(0.025)	(0.005)	(0.025)	(0.005)	(0.025)	(0.005)
intage	Interviewer's age	-0.005	-0.005	-0.001	-0.005	-0.001	-0.005	-0.001	-0.005	-0.001	-0.005	-0.001	-0.005	-0.001
		(0.003)	(0.003)	(0.001)	(0.003)	(0.001)	(0.003)	(0.001)	(0.003)	(0.001)	(0.003)	(0.001)	(0.003)	(0.001)
2.intsex	Interviewer's sex = 2, Female	-0.125	-0.125	-0.027	-0.126	-0.027	-0.125	-0.027	-0.126	-0.027	-0.125	-0.027	-0.126	-0.027
		(0.090)	(0.090)	(0.020)	(0.090)	(0.020)	(0.090)	(0.020)	(0.090)	(0.020)	(0.090)	(0.020)	(0.090)	(0.020)
2.intethn	Interviewer's race/ethnicity = 2, Black	0.035	0.032	0.007	0.031	0.007	0.039	0.008	0.040	0.008	0.032	0.007	0.039	0.008
		(0.104)	(0.103)	(0.022)	(0.103)	(0.022)	(0.103)	(0.022)	(0.103)	(0.022)	(0.103)	(0.022)	(0.103)	(0.022)
3.intethn	Interviewer's race/ethnicity = 3, Hispanic	-0.183	-0.188	-0.039	-0.180	-0.037	-0.184	-0.038	-0.178	-0.037	-0.180	-0.037	-0.184	-0.038
		(0.152)	(0.152)	(0.031)	(0.152)	(0.031)	(0.152)	(0.031)	(0.152)	(0.031)	(0.152)	(0.031)	(0.152)	(0.031)
4.intethn	Interviewer's race/ethnicity = 4, Asian	0.625	0.627	0.141	0.623	0.140	0.625	0.141	0.629	0.142	0.624	0.141	0.623	0.141
		(0.241)	(0.242)	(0.056)	(0.241)	(0.056)	(0.241)	(0.056)	(0.242)	(0.056)	(0.241)	(0.056)	(0.241)	(0.056)
5.intethn	Interviewer's race/ethnicity = 5, Two or more races	-0.135	-0.136	-0.028	-0.137	-0.028	-0.134	-0.028	-0.134	-0.028	-0.137	-0.029	-0.135	-0.028
		(0.202)	(0.202)	(0.041)	(0.202)	(0.041)	(0.202)	(0.041)	(0.202)	(0.041)	(0.202)	(0.041)	(0.202)	(0.041)
intyrs	intyrs	-0.014	-0.014	-0.003	-0.014	-0.003	-0.014	-0.003	-0.014	-0.003	-0.014	-0.003	-0.014	-0.003
		(0.009)	(0.009)	(0.002)	(0.009)	(0.002)	(0.009)	(0.002)	(0.009)	(0.002)	(0.009)	(0.002)	(0.009)	(0.002)
lngthinv	Length of interview	-0.022	-0.022	-0.005	-0.022	-0.005	-0.023	-0.005	-0.022	-0.005	-0.022	-0.005	-0.022	-0.005
		(0.056)	(0.056)	(0.012)	(0.056)	(0.012)	(0.056)	(0.012)	(0.056)	(0.012)	(0.056)	(0.012)	(0.056)	(0.012)
daysint	Date of interview	0.011	0.011	0.002	0.011	0.002	0.011	0.002	0.011	0.002	0.011	0.002	0.011	0.002
		(0.010)	(0.010)	(0.002)	(0.010)	(0.002)	(0.010)	(0.002)	(0.010)	(0.002)	(0.010)	(0.002)	(0.010)	(0.002)
2.mode	Interview mode = 2, Over the phone	0.143	0.143	0.031	0.142	0.031	0.144	0.031	0.142	0.031	0.141	0.030	0.144	0.031
		(0.120)	(0.120)	(0.026)	(0.120)	(0.026)	(0.120)	(0.026)	(0.120)	(0.026)	(0.120)	(0.026)	(0.120)	(0.026)
2.feeused	Fee used to interview = 2, Non-monetary	0.285	0.283	0.061	0.284	0.061	0.284	0.061	0.284	0.062	0.286	0.062	0.286	0.062
		(0.274)	(0.274)	(0.061)	(0.274)	(0.061)	(0.274)	(0.061)	(0.274)	(0.061)	(0.274)	(0.061)	(0.274)	(0.061)
3.feeused	Fee used to interview = 3,  No	0.198	0.198	0.042	0.199	0.043	0.198	0.042	0.197	0.042	0.200	0.043	0.198	0.042
		(0.081)	(0.081)	(0.017)	(0.081)	(0.017)	(0.081)	(0.017)	(0.081)	(0.017)	(0.081)	(0.017)	(0.081)	(0.017)
2.coop	Rs Attitude toward the interview = 2, Cooperative	0.214	0.215	0.047	0.214	0.046	0.212	0.046	0.213	0.046	0.213	0.046	0.214	0.046
		(0.092)	(0.092)	(0.020)	(0.092)	(0.020)	(0.092)	(0.020)	(0.092)	(0.020)	(0.092)	(0.020)	(0.092)	(0.020)
3.coop	Rs Attitude toward the interview = 3, Restless/impatient	0.594	0.596	0.134	0.594	0.133	0.594	0.133	0.594	0.133	0.594	0.134	0.595	0.134
		(0.159)	(0.159)	(0.037)	(0.159)	(0.037)	(0.159)	(0.037)	(0.159)	(0.037)	(0.159)	(0.037)	(0.159)	(0.037)
4.coop	Rs Attitude toward the interview = 4, Hostile	2.074	2.074	0.445	2.078	0.446	2.078	0.446	2.078	0.446	2.069	0.444	2.068	0.444
		(0.646)	(0.645)	(0.104)	(0.645)	(0.104)	(0.646)	(0.104)	(0.645)	(0.104)	(0.646)	(0.105)	(0.647)	(0.105)
2.comprend	Rs understanding of the questions = 2, Fair	0.138	0.139	0.030	0.139	0.030	0.140	0.030	0.135	0.029	0.138	0.030	0.134	0.029
		(0.103)	(0.103)	(0.023)	(0.103)	(0.023)	(0.103)	(0.023)	(0.103)	(0.023)	(0.103)	(0.023)	(0.103)	(0.023)
3.comprend	Rs understanding of the questions = 3, Poor	0.169	0.167	0.036	0.169	0.037	0.169	0.037	0.170	0.037	0.171	0.037	0.166	0.036
		(0.205)	(0.205)	(0.045)	(0.205)	(0.045)	(0.205)	(0.045)	(0.205)	(0.045)	(0.205)	(0.045)	(0.205)	(0.045)
2.spaneng	Language of interview = 2, Spanish	0.192	0.196	0.043	0.193	0.042	0.194	0.042	0.189	0.041	0.187	0.041	0.194	0.042
		(0.229)	(0.229)	(0.051)	(0.230)	(0.051)	(0.229)	(0.051)	(0.229)	(0.051)	(0.229)	(0.051)	(0.229)	(0.051)
Constant	Constant	-0.734	-0.743		-0.738		-0.700		-0.728		-0.789		-0.707	
		(0.532)	(0.531)		(0.531)		(0.529)		(0.531)		(0.532)		(0.531)	
														
Observations		6,067	6,067	6,067	6,067	6,067	6,067	6,067	6,067	6,067	6,067	6,067	6,067	6,067
Model chi-square			329.2		329		327.7		328.4		329.9		328.6	
Degrees of freedom			48		48		48		48		48		48	
Robust standard errors in parentheses														
